timestamp,A0,A1,A2,A3
2025-04-10 12:25:17,3.453,2.422,3.719,3.047
2025-04-10 12:25:18,3.5,3.375,3.359,4.328
2025-04-10 12:25:19,3.875,3.453,3.031,4.312
2025-04-10 12:25:20,3.25,3.391,3.062,3.688
2025-04-10 12:25:21,3.469,3.422,3.094,3.688
2025-04-10 12:25:23,3.188,3.359,3.094,3.672
2025-04-10 12:25:24,3.094,3.094,2.406,3.094
2025-04-10 12:25:25,3.469,2.438,3.703,3.688
2025-04-10 12:25:26,3.172,3.359,3.391,3.656
2025-04-10 12:25:27,3.5,3.078,3.062,4.656
2025-04-10 12:25:28,3.188,2.875,3.047,3.672
2025-04-10 12:25:29,3.734,1.828,3.703,3.375
2025-04-10 12:25:31,3.781,3.375,3.062,3.984
2025-04-10 12:25:32,3.188,3.375,3.094,4.047
2025-04-10 12:25:33,3.516,3.391,3.078,4.0
2025-04-10 12:25:34,2.812,3.344,2.906,4.344
2025-04-10 12:25:35,3.438,3.047,3.359,3.719
2025-04-10 12:25:36,3.812,3.094,3.375,4.656
2025-04-10 12:25:37,3.406,3.094,3.422,3.562
2025-04-10 12:25:39,3.766,2.766,3.672,4.0
2025-04-10 12:25:40,3.219,2.422,4.0,3.375
2025-04-10 12:25:41,3.5,3.375,3.078,3.656
2025-04-10 12:25:42,3.812,3.062,3.688,4.312
2025-04-10 12:25:43,4.062,3.25,2.812,3.5
2025-04-10 12:25:44,3.172,2.406,3.375,3.672
2025-04-10 12:25:45,3.5,2.734,3.703,2.219
2025-04-10 12:25:47,3.172,2.75,3.688,3.406
2025-04-10 12:25:48,3.484,3.312,2.734,3.734
2025-04-10 12:25:49,3.797,3.062,3.344,4.031
2025-04-10 12:25:50,3.172,3.719,2.734,4.312
2025-04-10 12:25:51,3.172,3.312,3.109,3.719
2025-04-10 12:25:52,4.125,3.094,3.703,4.328
2025-04-10 12:25:53,3.531,2.422,3.734,2.531
2025-04-10 12:25:54,3.188,1.812,3.656,3.688
2025-04-10 12:25:56,3.172,2.734,3.719,3.391
2025-04-10 12:25:57,3.125,3.375,2.438,4.656
2025-04-10 12:25:58,3.172,3.047,3.375,3.422
2025-04-10 12:25:59,3.797,2.766,3.703,4.062
2025-04-10 12:26:00,3.188,3.375,2.734,3.969
2025-04-10 12:26:01,3.484,1.594,3.062,3.969
2025-04-10 12:26:02,4.109,2.766,3.688,4.641
2025-04-10 12:26:03,3.188,3.484,3.047,4.016
2025-04-10 12:26:05,3.484,2.438,3.734,3.703
2025-04-10 12:26:06,3.797,2.469,3.703,4.031
2025-04-10 12:26:07,3.812,2.828,3.625,3.625
2025-04-10 12:26:08,3.188,2.312,3.734,2.734
2025-04-10 12:26:09,3.5,3.359,3.391,3.172
2025-04-10 12:26:10,3.484,2.734,3.672,3.359
2025-04-10 12:26:11,3.797,3.062,3.672,4.672
2025-04-10 12:26:12,3.438,3.406,3.016,4.297
2025-04-10 12:26:14,2.938,3.438,3.094,3.641
2025-04-10 12:26:15,3.797,2.781,3.688,4.062
2025-04-10 12:26:16,3.484,3.078,3.047,4.297
2025-04-10 12:26:17,2.5,3.156,2.719,4.344
2025-04-10 12:26:18,3.453,2.719,3.594,3.984
2025-04-10 12:26:19,3.469,2.766,3.406,3.062
2025-04-10 12:26:20,3.141,3.359,3.047,3.688
2025-04-10 12:26:21,4.062,3.375,3.359,4.016
2025-04-10 12:26:23,3.141,3.141,3.391,4.328
2025-04-10 12:26:24,3.188,3.391,3.062,3.656
2025-04-10 12:26:25,3.812,2.938,2.734,3.734
2025-04-10 12:26:26,3.484,3.078,3.375,4.328
2025-04-10 12:26:27,3.141,3.438,2.969,3.703
2025-04-10 12:26:28,3.484,3.359,3.438,3.734
2025-04-10 12:26:29,3.812,3.078,3.328,4.328
2025-04-10 12:26:31,3.484,2.422,3.781,2.797
2025-04-10 12:26:33,3.484,3.312,3.047,3.672
2025-04-10 12:26:34,3.844,3.406,3.344,4.312
2025-04-10 12:26:35,3.438,3.25,3.172,4.016
2025-04-10 12:26:36,3.188,3.047,3.391,2.703
2025-04-10 12:26:37,3.812,3.391,2.938,4.359
2025-04-10 12:26:39,3.812,2.953,3.531,4.312
2025-04-10 12:26:40,3.531,3.031,3.406,2.859
2025-04-10 12:26:41,2.859,3.391,3.062,3.672
2025-04-10 12:26:42,3.188,2.766,3.047,3.375
2025-04-10 12:26:43,3.469,3.406,3.078,3.672
2025-04-10 12:26:44,3.797,2.109,3.703,3.344
2025-04-10 12:26:45,3.266,2.766,3.453,3.75
2025-04-10 12:26:46,2.859,3.422,3.125,3.766
2025-04-10 12:26:48,3.781,3.359,3.078,4.375
2025-04-10 12:26:49,3.812,3.156,3.359,4.641
2025-04-10 12:26:50,3.547,2.422,3.672,3.734
2025-04-10 12:26:51,3.5,2.438,3.719,3.125
2025-04-10 12:26:52,3.484,3.375,3.047,4.297
2025-04-10 12:26:53,3.484,3.375,3.078,3.719
2025-04-10 12:26:54,3.172,3.031,3.359,3.031
2025-04-10 12:26:55,4.125,2.719,3.672,3.406
2025-04-10 12:26:57,3.5,2.766,3.625,3.688
2025-04-10 12:26:58,3.797,3.375,3.047,3.984
2025-04-10 12:26:59,4.531,3.047,3.703,4.328
2025-04-10 12:27:00,3.797,3.375,3.062,3.703
2025-04-10 12:27:01,2.828,2.766,3.391,3.281
2025-04-10 12:27:02,3.75,2.797,3.469,4.0
2025-04-10 12:27:03,3.797,3.062,3.047,4.281
2025-04-10 12:27:05,3.188,3.062,3.453,3.359
2025-04-10 12:27:06,3.516,2.75,3.672,3.391
2025-04-10 12:27:07,3.188,3.688,3.062,3.656
2025-04-10 12:27:08,3.453,3.359,2.797,4.0
2025-04-10 12:27:09,3.906,3.094,3.328,4.375
2025-04-10 12:27:10,3.875,3.078,3.703,4.625
2025-04-10 12:27:11,3.5,3.672,3.062,4.094
2025-04-10 12:27:13,4.156,2.766,3.688,4.047
2025-04-10 12:27:14,3.172,2.828,3.406,3.688
2025-04-10 12:27:15,3.812,3.297,3.031,4.344
2025-04-10 12:27:16,3.484,2.719,3.281,3.125
2025-04-10 12:27:17,3.484,3.094,3.688,3.844
2025-04-10 12:27:18,3.422,3.109,3.406,4.344
2025-04-10 12:27:20,3.812,3.406,3.062,3.797
2025-04-10 12:27:21,4.125,3.062,3.672,4.328
2025-04-10 12:27:22,4.125,2.734,3.688,4.031
2025-04-10 12:27:23,4.125,3.094,2.953,3.922
2025-04-10 12:27:24,2.922,3.125,3.062,4.312
2025-04-10 12:27:25,4.406,3.078,3.672,4.359
2025-04-10 12:27:26,3.484,2.422,3.672,3.703
2025-04-10 12:27:28,3.781,3.094,3.375,3.594
2025-04-10 12:27:29,3.469,2.031,3.703,3.703
2025-04-10 12:27:30,3.172,3.453,2.734,4.328
2025-04-10 12:27:31,3.203,3.375,3.047,3.359
2025-04-10 12:27:32,3.5,2.312,3.688,3.062
2025-04-10 12:27:33,4.109,3.109,3.688,4.266
2025-04-10 12:27:34,3.172,3.359,3.047,3.281
2025-04-10 12:27:36,3.5,2.766,3.703,2.781
2025-04-10 12:27:37,3.516,3.359,2.766,4.016
2025-04-10 12:27:38,3.172,3.375,3.391,3.672
2025-04-10 12:27:39,3.812,3.344,3.703,3.094
2025-04-10 12:27:40,3.438,3.109,3.25,4.0
2025-04-10 12:27:41,3.188,3.266,2.766,3.703
2025-04-10 12:27:42,3.812,2.766,3.688,4.016
2025-04-10 12:27:43,3.484,3.406,2.406,3.172
2025-04-10 12:27:45,3.188,3.422,3.062,3.656
2025-04-10 12:27:46,3.469,2.766,3.688,3.656
2025-04-10 12:27:47,4.109,2.938,3.469,4.328
2025-04-10 12:27:48,3.172,3.266,3.047,3.688
2025-04-10 12:27:49,4.047,3.094,3.672,4.312
2025-04-10 12:27:50,3.797,2.766,3.688,4.344
2025-04-10 12:27:51,3.5,3.391,2.781,4.391
2025-04-10 12:27:52,3.203,3.266,3.375,3.375
2025-04-10 12:27:54,3.125,3.406,3.062,4.328
2025-04-10 12:27:55,3.469,3.391,2.75,4.0
2025-04-10 12:27:56,3.484,3.094,2.75,3.938
2025-04-10 12:27:57,4.109,2.938,3.422,4.625
2025-04-10 12:27:58,4.109,2.719,3.688,4.062
2025-04-10 12:27:59,3.5,3.328,3.047,3.469
2025-04-10 12:28:00,3.516,3.375,3.984,4.0
2025-04-10 12:28:02,3.125,3.062,3.047,4.328
2025-04-10 12:28:03,3.484,2.391,3.781,3.672
2025-04-10 12:28:04,3.812,3.469,3.047,4.047
2025-04-10 12:28:05,4.109,3.094,3.109,3.719
2025-04-10 12:28:06,3.5,2.672,3.719,3.422
2025-04-10 12:28:07,3.188,2.766,3.375,3.562
2025-04-10 12:28:08,4.109,3.062,3.375,4.625
2025-04-10 12:28:09,4.109,3.094,3.0,4.312
2025-04-10 12:28:11,4.047,2.828,3.719,4.359
2025-04-10 12:28:12,3.172,3.062,3.391,3.359
2025-04-10 12:28:13,3.172,3.344,3.078,3.094
2025-04-10 12:28:14,3.562,3.375,3.094,4.359
2025-04-10 12:28:15,4.125,2.844,3.719,4.031
2025-04-10 12:28:16,3.531,2.453,3.719,3.734
2025-04-10 12:28:17,3.5,3.359,2.984,3.672
2025-04-10 12:28:19,3.469,3.406,3.078,3.688
2025-04-10 12:28:20,3.188,3.344,3.078,3.672
2025-04-10 12:28:21,3.844,3.062,3.688,4.062
2025-04-10 12:28:22,3.469,3.422,3.031,4.312
2025-04-10 12:28:23,3.203,3.359,3.094,3.672
2025-04-10 12:28:24,3.219,3.406,3.109,3.734
2025-04-10 12:28:26,3.5,3.344,3.281,3.078
2025-04-10 12:28:27,3.5,2.766,3.344,3.359
2025-04-10 12:28:28,3.516,2.734,3.734,3.391
2025-04-10 12:28:29,3.5,3.375,3.078,3.125
2025-04-10 12:28:30,3.797,3.219,3.375,4.328
2025-04-10 12:28:31,2.141,2.734,3.766,2.922
2025-04-10 12:28:32,3.766,3.094,3.359,4.625
2025-04-10 12:28:33,3.547,3.281,3.094,4.031
2025-04-10 12:28:35,4.188,3.031,3.359,4.641
2025-04-10 12:28:36,4.125,3.0,3.703,4.312
2025-04-10 12:28:37,3.5,2.734,3.672,3.766
2025-04-10 12:28:38,3.562,2.75,3.688,3.047
2025-04-10 12:28:39,3.812,2.828,3.609,4.0
2025-04-10 12:28:40,3.188,3.359,3.078,4.312
2025-04-10 12:28:41,2.891,3.391,3.375,3.391
2025-04-10 12:28:43,3.781,2.422,3.672,4.016
2025-04-10 12:28:44,3.734,3.359,3.391,4.25
2025-04-10 12:28:45,3.531,3.391,3.078,3.125
2025-04-10 12:28:46,4.109,3.047,3.078,4.297
2025-04-10 12:28:47,3.109,3.391,3.062,3.641
2025-04-10 12:28:48,3.203,2.797,3.719,3.062
2025-04-10 12:28:49,3.172,3.391,3.078,3.656
2025-04-10 12:28:51,3.797,3.078,2.75,4.656
2025-04-10 12:28:52,3.188,3.719,3.047,4.344
2025-04-10 12:28:53,4.062,3.422,3.391,5.0
2025-04-10 12:28:54,4.109,3.062,3.672,4.609
2025-04-10 12:28:55,4.25,3.391,3.062,3.703
2025-04-10 12:28:56,3.469,2.656,3.422,3.672
2025-04-10 12:28:57,3.484,2.391,3.672,3.688
2025-04-10 12:28:58,3.812,2.672,3.781,4.312
2025-04-10 12:29:00,3.172,2.469,3.391,3.344
2025-04-10 12:29:01,3.516,2.734,3.672,3.656
2025-04-10 12:29:02,3.797,2.453,3.672,3.672
2025-04-10 12:29:03,3.562,3.047,3.0,4.656
2025-04-10 12:29:04,3.188,3.359,3.344,3.344
2025-04-10 12:29:05,3.812,2.766,3.734,1.922
2025-04-10 12:29:06,3.281,3.062,3.406,4.25
2025-04-10 12:29:07,4.125,2.75,3.703,3.391
2025-04-10 12:29:09,3.172,3.078,3.438,3.359
2025-04-10 12:29:10,3.109,3.375,3.047,4.312
2025-04-10 12:29:11,3.469,2.719,3.672,3.594
2025-04-10 12:29:12,3.516,2.719,3.391,3.062
2025-04-10 12:29:13,3.812,2.531,3.391,3.391
2025-04-10 12:29:14,3.5,3.375,3.047,3.078
2025-04-10 12:29:15,3.172,3.391,3.047,3.547
2025-04-10 12:29:16,3.156,2.719,3.422,3.031
2025-04-10 12:29:18,3.797,2.75,3.656,3.703
2025-04-10 12:29:19,3.484,3.25,2.766,3.984
2025-04-10 12:29:20,3.234,3.344,3.391,4.047
2025-04-10 12:29:21,3.125,3.391,2.609,4.312
2025-04-10 12:29:22,3.516,3.438,3.391,3.141
2025-04-10 12:29:23,3.797,2.781,3.672,3.312
2025-04-10 12:29:24,3.5,2.781,3.672,3.422
2025-04-10 12:29:25,3.797,2.641,3.453,3.672
2025-04-10 12:29:27,3.484,3.375,3.453,3.688
2025-04-10 12:29:28,3.781,2.422,3.688,3.031
2025-04-10 12:29:29,4.078,2.812,3.719,3.406
2025-04-10 12:29:30,3.188,3.375,3.062,3.422
2025-04-10 12:29:31,3.625,3.078,3.344,4.438
2025-04-10 12:29:32,3.812,2.812,3.375,4.0
2025-04-10 12:29:33,3.766,3.047,3.391,4.344
2025-04-10 12:29:35,3.156,3.391,3.062,3.672
2025-04-10 12:29:36,3.469,2.422,3.656,3.703
2025-04-10 12:29:37,3.094,3.344,3.047,3.984
2025-04-10 12:29:38,3.797,2.734,3.688,2.438
2025-04-10 12:29:39,3.484,3.375,3.406,3.766
2025-04-10 12:29:40,3.484,3.359,3.047,4.656
2025-04-10 12:29:41,3.281,3.422,3.078,4.344
2025-04-10 12:29:43,3.172,3.031,3.359,3.016
2025-04-10 12:29:44,3.469,3.078,3.391,3.359
2025-04-10 12:29:45,2.859,3.359,2.766,3.859
2025-04-10 12:29:46,3.453,3.109,3.359,3.406
2025-04-10 12:29:47,3.5,2.719,3.688,3.031
2025-04-10 12:29:48,3.797,3.047,3.391,4.641
2025-04-10 12:29:49,3.109,3.359,3.047,3.641
2025-04-10 12:29:50,3.797,3.078,3.672,3.797
2025-04-10 12:29:52,3.797,2.734,3.672,3.234
2025-04-10 12:29:53,2.547,3.391,3.047,4.344
2025-04-10 12:29:54,3.812,2.766,3.656,2.75
2025-04-10 12:29:55,3.156,2.75,3.688,3.703
2025-04-10 12:29:56,3.172,2.297,3.672,3.359
2025-04-10 12:29:57,3.188,3.047,3.391,3.703
2025-04-10 12:29:58,3.75,3.359,2.75,4.297
2025-04-10 12:29:59,3.484,3.062,3.375,4.312
2025-04-10 12:30:01,3.859,2.812,3.656,3.984
2025-04-10 12:30:02,3.516,3.047,3.703,2.781
2025-04-10 12:30:03,3.797,1.484,3.672,3.719
2025-04-10 12:30:04,3.203,3.047,3.375,3.703
2025-04-10 12:30:05,4.109,2.984,3.062,4.656
2025-04-10 12:30:06,3.562,1.953,3.375,3.031
2025-04-10 12:30:07,3.172,3.344,3.094,3.969
2025-04-10 12:30:09,3.484,2.734,3.688,3.047
2025-04-10 12:30:10,2.844,3.094,3.094,3.766
2025-04-10 12:30:11,3.438,3.391,3.312,4.297
2025-04-10 12:30:12,3.766,2.75,3.688,4.031
2025-04-10 12:30:13,3.812,2.75,3.547,3.625
2025-04-10 12:30:14,3.75,2.766,3.031,4.328
2025-04-10 12:30:15,3.828,3.281,2.719,3.656
2025-04-10 12:30:16,3.453,2.766,3.719,3.656
2025-04-10 12:30:18,3.484,2.781,3.672,2.812
2025-04-10 12:30:19,3.484,2.406,3.703,4.016
2025-04-10 12:30:20,3.125,3.375,3.062,4.0
2025-04-10 12:30:21,3.188,2.594,3.406,3.031
2025-04-10 12:30:22,3.312,3.406,3.203,3.672
2025-04-10 12:30:23,3.891,2.781,3.344,4.016
2025-04-10 12:30:24,3.188,3.047,3.375,2.781
2025-04-10 12:30:26,3.156,2.766,3.688,3.766
2025-04-10 12:30:27,3.781,3.062,3.078,4.328
2025-04-10 12:30:28,3.188,3.438,2.656,3.656
2025-04-10 12:30:29,3.281,2.734,3.375,3.062
2025-04-10 12:30:30,3.797,2.75,3.75,3.969
2025-04-10 12:30:31,2.25,3.094,3.969,2.719
2025-04-10 12:30:32,2.859,3.344,3.047,4.25
2025-04-10 12:30:33,3.141,3.375,2.75,4.391
2025-04-10 12:30:35,3.156,3.0,3.078,4.312
2025-04-10 12:30:36,3.484,3.406,3.062,3.344
2025-04-10 12:30:37,3.172,2.484,3.688,3.391
2025-04-10 12:30:38,4.078,3.359,3.391,4.031
2025-04-10 12:30:39,2.859,3.391,3.078,4.016
2025-04-10 12:30:40,3.188,2.438,3.703,3.141
2025-04-10 12:30:41,3.766,3.094,3.656,4.344
2025-04-10 12:30:42,3.781,3.391,3.375,4.328
2025-04-10 12:30:44,3.172,3.266,3.094,3.938
2025-04-10 12:30:45,3.5,2.516,3.703,4.0
2025-04-10 12:30:46,3.188,3.031,3.312,2.969
2025-04-10 12:30:47,3.188,3.344,3.062,3.797
2025-04-10 12:30:48,3.188,1.75,3.719,3.359
2025-04-10 12:30:49,3.797,3.234,3.062,3.609
2025-04-10 12:30:50,3.469,3.219,3.078,3.703
2025-04-10 12:30:52,3.172,3.422,3.062,3.375
2025-04-10 12:30:53,3.484,3.359,2.75,3.656
2025-04-10 12:30:54,4.109,3.078,3.688,4.328
2025-04-10 12:30:55,3.188,3.062,3.672,3.031
2025-04-10 12:30:56,3.484,2.469,3.672,4.406
2025-04-10 12:30:57,3.5,2.469,3.672,3.734
2025-04-10 12:30:58,3.453,3.359,3.031,4.016
2025-04-10 12:30:59,3.5,2.438,3.719,3.234
2025-04-10 12:31:01,3.797,3.391,3.359,3.641
2025-04-10 12:31:02,3.172,3.047,3.344,4.344
2025-04-10 12:31:03,3.516,3.062,3.469,3.109
2025-04-10 12:31:04,3.781,2.781,3.359,4.016
2025-04-10 12:31:05,2.5,3.328,3.062,3.703
2025-04-10 12:31:06,3.188,2.734,3.688,2.734
2025-04-10 12:31:07,3.203,3.359,2.938,3.984
2025-04-10 12:31:08,3.797,3.312,3.094,4.359
2025-04-10 12:31:10,2.859,3.344,3.094,4.0
2025-04-10 12:31:11,3.172,3.391,3.094,3.75
2025-04-10 12:31:12,3.547,3.125,3.359,4.641
2025-04-10 12:31:13,3.469,2.406,3.672,4.016
2025-04-10 12:31:14,3.5,2.094,3.672,3.156
2025-04-10 12:31:15,3.812,2.844,3.422,4.312
2025-04-10 12:31:16,3.562,3.234,3.078,3.969
2025-04-10 12:31:18,4.047,3.094,3.047,4.328
2025-04-10 12:31:19,3.797,2.125,3.672,2.828
2025-04-10 12:31:20,3.141,3.359,3.047,4.297
2025-04-10 12:31:21,3.484,3.406,2.766,4.047
2025-04-10 12:31:22,3.484,2.75,3.688,3.047
2025-04-10 12:31:24,3.188,2.484,3.375,3.375
2025-04-10 12:31:26,3.812,2.359,3.344,3.984
2025-04-10 12:31:27,3.797,3.359,2.453,4.938
2025-04-10 12:31:28,3.125,3.422,3.375,4.453
2025-04-10 12:31:29,3.172,3.078,3.391,3.359
2025-04-10 12:31:30,2.953,3.344,2.422,4.344
2025-04-10 12:31:31,3.5,3.375,3.047,3.688
2025-04-10 12:31:33,3.5,3.406,3.172,3.688
2025-04-10 12:31:34,3.156,2.766,3.766,3.734
2025-04-10 12:31:35,3.5,3.375,3.109,3.906
2025-04-10 12:31:36,3.781,3.062,3.688,4.328
2025-04-10 12:31:37,3.812,2.75,3.688,4.016
2025-04-10 12:31:38,4.109,3.125,3.062,3.984
2025-04-10 12:31:39,3.188,2.109,3.688,3.422
2025-04-10 12:31:40,4.125,3.0,3.219,4.375
2025-04-10 12:31:42,3.438,2.938,3.344,3.906
2025-04-10 12:31:43,2.938,3.359,3.062,3.719
2025-04-10 12:31:44,2.875,3.344,2.984,3.656
2025-04-10 12:31:45,3.797,3.078,3.062,4.312
2025-04-10 12:31:46,3.484,3.422,3.094,3.672
2025-04-10 12:31:47,3.25,3.375,3.062,4.016
2025-04-10 12:31:49,3.422,2.953,2.828,3.984
2025-04-10 12:31:50,3.266,3.359,3.406,2.938
2025-04-10 12:31:51,3.172,2.75,3.688,3.375
2025-04-10 12:31:52,3.484,3.234,3.391,3.703
2025-04-10 12:31:53,3.188,3.375,3.078,3.703
2025-04-10 12:31:54,3.266,3.391,3.047,3.984
2025-04-10 12:31:55,3.438,3.125,3.375,4.312
2025-04-10 12:31:57,4.062,2.781,3.641,4.016
2025-04-10 12:31:58,3.172,3.031,3.734,4.391
2025-04-10 12:31:59,3.547,2.812,3.672,3.406
2025-04-10 12:32:00,3.484,3.359,2.969,4.0
2025-04-10 12:32:01,3.234,2.75,3.406,3.656
2025-04-10 12:32:02,3.469,2.422,3.547,4.0
2025-04-10 12:32:03,3.172,3.078,3.375,3.359
2025-04-10 12:32:04,3.188,3.219,3.062,3.688
2025-04-10 12:32:06,2.875,3.359,3.734,3.047
2025-04-10 12:32:07,3.156,2.109,3.578,3.359
2025-04-10 12:32:08,3.484,3.391,3.031,3.234
2025-04-10 12:32:09,3.188,3.359,3.422,3.688
2025-04-10 12:32:10,3.156,3.062,3.375,4.312
2025-04-10 12:32:11,3.172,2.422,3.703,3.172
2025-04-10 12:32:12,3.484,3.328,3.406,3.266
2025-04-10 12:32:14,3.188,2.734,3.719,3.125
2025-04-10 12:32:15,3.484,2.484,3.375,3.703
2025-04-10 12:32:16,3.5,3.375,2.734,3.406
2025-04-10 12:32:17,2.891,3.359,3.062,3.672
2025-04-10 12:32:18,3.156,3.391,2.453,4.047
2025-04-10 12:32:19,3.484,3.422,2.391,4.016
2025-04-10 12:32:20,3.188,2.766,3.375,3.344
2025-04-10 12:32:21,3.484,2.781,3.703,2.953
2025-04-10 12:32:23,3.438,2.75,3.734,3.688
2025-04-10 12:32:24,2.859,3.281,2.766,3.703
2025-04-10 12:32:25,3.188,2.734,3.391,3.078
2025-04-10 12:32:26,3.797,3.047,3.672,4.297
2025-04-10 12:32:27,3.484,3.391,3.031,3.719
2025-04-10 12:32:28,3.578,3.047,3.391,3.391
2025-04-10 12:32:29,3.469,2.766,3.656,3.781
2025-04-10 12:32:30,4.172,3.047,3.375,3.719
2025-04-10 12:32:32,2.875,3.078,3.391,3.578
2025-04-10 12:32:33,3.203,2.766,3.688,2.953
2025-04-10 12:32:34,3.172,3.406,2.922,4.016
2025-04-10 12:32:35,3.484,2.734,3.656,4.031
2025-04-10 12:32:36,2.906,3.5,3.094,3.688
2025-04-10 12:32:37,3.797,3.078,3.109,3.547
2025-04-10 12:32:38,3.578,3.438,3.094,4.297
2025-04-10 12:32:39,4.125,3.344,3.328,4.344
2025-04-10 12:32:41,3.547,3.375,3.391,4.625
2025-04-10 12:32:42,3.766,3.047,3.734,4.0
2025-04-10 12:32:43,3.5,2.75,3.672,3.703
2025-04-10 12:32:44,3.141,3.422,3.047,3.656
2025-04-10 12:32:45,2.562,3.406,3.062,3.125
2025-04-10 12:32:46,3.188,2.719,3.344,3.094
2025-04-10 12:32:47,3.469,2.734,3.703,3.688
2025-04-10 12:32:49,3.484,2.469,3.703,4.016
2025-04-10 12:32:50,2.859,3.359,3.125,3.984
2025-04-10 12:32:51,4.078,2.766,3.703,4.062
2025-04-10 12:32:52,3.25,2.828,3.016,3.688
2025-04-10 12:32:53,3.125,3.375,3.047,3.422
2025-04-10 12:32:54,3.453,3.094,3.672,4.344
2025-04-10 12:32:55,3.484,2.719,3.688,2.719
2025-04-10 12:32:57,3.109,3.391,3.047,3.656
2025-04-10 12:32:58,3.438,2.75,3.406,3.328
2025-04-10 12:32:59,2.547,3.344,3.094,3.672
2025-04-10 12:33:00,2.859,3.375,1.969,4.203
2025-04-10 12:33:01,2.844,3.391,3.062,2.734
2025-04-10 12:33:02,3.891,2.828,3.672,3.406
2025-04-10 12:33:03,3.484,3.094,2.75,3.984
2025-04-10 12:33:05,3.188,3.328,2.984,3.062
2025-04-10 12:33:06,3.234,2.734,3.656,2.812
2025-04-10 12:33:07,2.891,3.391,2.938,3.328
2025-04-10 12:33:08,2.844,3.312,3.062,3.688
2025-04-10 12:33:09,3.172,2.406,3.375,2.625
2025-04-10 12:33:10,3.484,2.766,3.688,4.016
2025-04-10 12:33:11,3.484,3.094,3.078,4.625
2025-04-10 12:33:12,3.188,3.359,3.391,3.359
2025-04-10 12:33:14,3.547,3.375,3.047,4.641
2025-04-10 12:33:15,3.797,2.469,3.672,4.328
2025-04-10 12:33:16,3.484,2.125,3.656,4.016
2025-04-10 12:33:17,3.484,2.422,3.703,3.438
2025-04-10 12:33:18,3.75,3.062,3.672,4.703
2025-04-10 12:33:19,3.484,2.453,3.781,3.703
2025-04-10 12:33:20,3.219,2.422,3.406,3.125
2025-04-10 12:33:21,3.469,2.734,3.688,4.016
2025-04-10 12:33:23,4.094,2.453,3.359,4.312
2025-04-10 12:33:24,3.5,2.766,3.734,3.688
2025-04-10 12:33:26,3.188,3.047,3.375,3.75
2025-04-10 12:33:27,3.734,3.094,3.031,4.688
2025-04-10 12:33:28,3.188,3.406,2.969,3.984
2025-04-10 12:33:29,3.484,2.766,3.406,4.016
2025-04-10 12:33:30,3.797,3.344,3.375,4.344
2025-04-10 12:33:32,2.484,3.031,3.094,4.031
2025-04-10 12:33:33,3.203,2.422,3.688,3.688
2025-04-10 12:33:34,3.203,3.391,2.719,3.75
2025-04-10 12:33:35,3.734,3.422,2.734,3.984
2025-04-10 12:33:36,3.812,3.047,2.938,4.344
2025-04-10 12:33:37,3.484,2.75,3.344,3.672
2025-04-10 12:33:38,3.172,3.359,3.359,4.625
2025-04-10 12:33:40,2.859,3.391,3.047,3.797
2025-04-10 12:33:41,3.469,3.062,3.688,3.062
2025-04-10 12:33:42,3.484,3.422,2.719,3.5
2025-04-10 12:33:43,3.484,3.391,3.031,3.984
2025-04-10 12:33:44,3.297,2.422,3.406,3.359
2025-04-10 12:33:45,3.75,2.766,3.656,3.797
2025-04-10 12:33:46,2.828,2.969,2.469,4.953
2025-04-10 12:33:47,3.484,2.75,3.656,3.734
2025-04-10 12:33:49,3.156,2.422,3.641,3.031
2025-04-10 12:33:50,3.234,3.047,3.016,4.375
2025-04-10 12:33:51,2.5,3.375,2.484,4.062
2025-04-10 12:33:52,3.172,3.047,3.484,3.078
2025-04-10 12:33:53,3.734,2.734,3.656,4.625
2025-04-10 12:33:54,3.125,3.0,2.75,4.625
2025-04-10 12:33:55,3.469,2.359,3.734,3.047
2025-04-10 12:33:56,3.5,2.453,3.641,3.359
2025-04-10 12:33:58,3.25,3.094,3.047,3.703
2025-04-10 12:33:59,3.172,3.406,2.812,3.703
2025-04-10 12:34:00,3.469,2.422,3.703,3.672
2025-04-10 12:34:01,2.859,3.375,3.375,3.672
2025-04-10 12:34:02,3.125,3.438,2.734,4.0
2025-04-10 12:34:03,2.344,2.938,3.672,3.422
2025-04-10 12:34:04,2.875,3.344,3.359,3.672
2025-04-10 12:34:06,3.797,2.797,3.359,4.625
2025-04-10 12:34:07,3.594,2.422,3.625,3.078
2025-04-10 12:34:08,3.234,3.109,3.375,2.844
2025-04-10 12:34:09,2.859,3.359,2.703,4.016
2025-04-10 12:34:10,3.266,3.031,3.062,3.391
2025-04-10 12:34:11,3.797,3.047,3.047,4.281
2025-04-10 12:34:12,3.172,2.297,3.469,2.719
2025-04-10 12:34:14,2.938,2.719,3.375,3.984
2025-04-10 12:34:15,3.5,2.766,3.703,3.359
2025-04-10 12:34:16,3.219,3.406,2.719,3.141
2025-04-10 12:34:17,2.328,3.719,3.031,3.703
2025-04-10 12:34:18,3.422,3.094,3.688,4.641
2025-04-10 12:34:19,3.172,2.734,3.688,3.031
2025-04-10 12:34:20,3.453,3.094,3.375,4.531
2025-04-10 12:34:22,3.797,3.047,2.672,3.672
2025-04-10 12:34:23,3.125,3.375,3.062,4.297
2025-04-10 12:34:24,2.891,3.344,2.734,3.734
2025-04-10 12:34:25,3.188,3.297,3.109,3.656
2025-04-10 12:34:26,3.469,2.797,3.688,4.016
